"License Number","Business Name","DBA/Trade Name","Business Unique ID","Business Category","License Type","License Status","Initial Issuance Date","Expiration Date","Details","Contact Phone","Address Type","Building Number","Street1","Street2","Street3","Unit Type","Apt/Suite","City","State","ZIP Code","Borough","Community Board","Council District","BIN","BBL","NTA","Census Block (2010)","Census Tract (2010)","Latitude","Longitude"
"2118224-DCWP","Apple Medical Supply LLC",,"BA-1680570-2023","Dealer In Products For The Disabled","Premises","Surrendered","12/13/2023","03/15/2025",,"(347) 644-1969","Complete Address","7552","113TH ST",,,"APT","1F","FLUSHING","NY","11375","Queens","406","29","4052748","4022640121","QN17","1002","75701","40.71837","-73.835024"
"1218129-DCA","VAN HOUTEN, ROBERT C","STEP BY STEP STAIRBUILDER","BA-1541903-2022","Home Improvement Contractor","Premises","Active","12/15/2011","02/28/2027",,"5164487749","Complete Address","30","EASTERN AVE",,,"STE","2","DEER PARK","NY","11729","Outside NYC",,,,,,,,,
"2050535-2-DCA","SAHAJANAND 108 INC.","FIVE ELEVEN CONVENIENCE","BA-1535606-2022","Tobacco Retail Dealer","Premises","Active","04/03/2017","12/31/2026",,"7188352255","Complete Address","13502","LEFFERTS BLVD",,,,,"SOUTH OZONE PARK","NY","11420","Queens","410","28","4256597","4118050033","QN55","3008","838","40.67027","-73.820972"
"0954070-DCA","CITATION FENCE COMPANY, INC.",,"BA-1228176-2022","Home Improvement Contractor","Premises","Active","11/22/2002","02/28/2027",,"(718) 326-3800","Complete Address","5949","58TH DR",,,,,"MASPETH","NY","11378","Queens","405","30","4060287","4026980059","QN30","2000","525","40.71978","-73.906435"
"2129284-DCWP","ALY DIANE",,"BA-1734092-2025","Ticket Seller Individual","Individual","Failed to Renew","06/10/2025","07/31/2025",,,,,,,,,,"STATEN ISLAND","NY","10304",,,,,,,,,,
"2100649-DCA","JAMES TISSOT",,"BA-1587351-2023","Locksmith","Individual","Active","08/05/2021","05/31/2027",,,,,,,,,,"EAST SETAUKET","NY","11733",,,,,,,,,,
"1099620-DCA","RD-WRIGHT INC.",,"BA-1551691-2022","Home Improvement Contractor","Premises","Active","01/07/2002","02/28/2027",,"(917) 334-8225","Complete Address","450","WEST   36 STREET",,,,,"NEW YORK","NY","10018","Manhattan","104","3","1012877","1007330064","MN13","2002","111","40.75559","-73.997567"
"1433722-DCA","TOWN CONSTRUCTION INC.",,"BA-1540453-2022","Home Improvement Contractor","Premises","Active","06/13/2012","02/28/2027",,"9179025056","Complete Address","69","WOODBINE DR",,,,,"MAHOPAC","NY","10541","Outside NYC",,,,,,,,,
"2012265-1-DCA","F.J.P. MEAT MARKET, INC.",,"BA-1214117-2022","Tobacco Retail Dealer","Premises","Ready for Renewal","08/20/2014","12/31/2025",,"718-946-3426","Complete Address","2823","MERMAID AVE",,,,,"BROOKLYN","NY","11224","Brooklyn","313","47","3188874","3070110052","BK21","1002","328","40.57554","-73.994644"
"2046623-DCA","ALEPH TOWERS LLC",,"BA-1578289-2023","Home Improvement Contractor","Premises","Active","12/19/2016","02/28/2027",,"3475438559","Complete Address","3939","BEDFORD AVE",,,,,"BROOKLYN","NY","11229","Brooklyn","315","48","3427119","3068310071","BK44","1001","562","40.60589","-73.947751"
"2094591-DCA","BEST LUXURY MOTORS 2 LLC","Luxury Automotive Club","BA-1074939-2022","Secondhand Dealer - Auto","Premises","Surrendered","02/19/2020","07/31/2023",,"7187377626","Complete Address","6107","NORTHERN BLVD",,,,,"WOODSIDE","NY","11377","Queens","401","25","4026183","4011620050","QN63","2013","297","40.75393","-73.901042"
"2116545-DCWP","Galaxy Contractor Inc.",,"BA-1664971-2023","Home Improvement Contractor","Premises","Active","09/14/2023","02/28/2027",,"3474171133","Complete Address","12","DEHAVEN DR",,,"APT","SUPER","YONKERS","NY","10703",,,,,,,,,,
"2102713-DCA","STEPHANIE TAYLOR-CHERGUI",,"BA-1486832-2022","Pedicab Driver","Individual","Active","11/19/2021","04/30/2026",,,,,,,,,,"JERSEY CITY","NJ","07306",,,,,,,,,,
"1316420-DCA","JOSEF B WEISS",,"BA-1311055-2022","Locksmith","Individual","Active","05/01/2009","05/31/2027",,,,,,,,,,"BRONX","NY","10463",,,,,,,,,,
"2081839-DCA","WALTER BOLLING",,"BA-1539590-2022","General Vendor","Individual","Expired","01/31/2019","09/30/2023","Vendor Type: General Vendor (White)",,,,,,,,,"NEW YORK","NY","10026",,,,,,,,,,
"2097331-DCA","SAB IMPEX INC",,"BA-1554925-2022","Electronics Store","Premises","Active","12/28/2020","12/31/2026",,"2127319255","Complete Address","607","E 187TH ST",,,,,"BRONX","NY","10458","Bronx","206","15","2097284","2030770001","BX06","3004","389","40.85543","-73.887295"
"1240341-DCA","SBLENDIDO, FRANK",,"BA-1553392-2022","Home Improvement Contractor","Premises","Active","10/02/2006","02/28/2027",,"7188373276","Complete Address","417","CORBIN AVE",,,,,"STATEN ISLAND","NY","10308","Staten Island","503","51","5061798","5045830032","SI54","1001","14606","40.56528","-74.151378"
"2108047-DCA","TWHAN ALFRED",,"BA-1543224-2022","Tow Truck Driver","Individual","Expired","08/09/2022","10/31/2024",,,,,,,,,,"EAST STROUDSBURG","PA","18301",,,,,,,,,,
"1246253-DCA","GLOBAL EXPRESS LINES INC.",,"BA-1339628-2022","Garage & Parking Lot","Premises","Active","01/09/2007","03/31/2027","Vehicle Capacity: 20; Bicycle Capacity: 0","(516) 298-2707","Complete Address","691","EAST  149 STREET",,,,,"BRONX","NY","10455","Bronx","201","8","2004416","2026230140","BX34","2001","73","40.81336","-73.909624"
"2072820-1-DCA","GARY'S LINCOLN SUPERETTE, CORP.",,"BA-1211847-2022","Electronic Cigarette Dealer","Premises","Surrendered","06/07/2018","11/30/2025",,"9293080522","Complete Address","114","LINCOLN AVE",,,,,"STATEN ISLAND","NY","10306","Staten Island","502","50","5107530","5036030037","SI45","4009","122","40.57927","-74.108506"
"2106210-DCA","MARCO HASSAN",,"BA-1459269-2022","General Vendor","Individual","Ready for Renewal","05/23/2022","09/30/2025","Vendor Type: Citywide Specialized Vendor (Yellow)",,,,,,,,,"BROOKLYN","NY","11209",,,,,,,,,,
"2113540-DCA","Batuhan Toker",,"BA-1596582-2023","Pedicab Driver","Individual","Expired","05/19/2023","04/30/2024",,,,,,,,,,"LONG ISLAND CITY","NY","11106",,,,,,,,,,
"2110411-DCA","BEST WIRELESS WEST VILLAGE NY LLC.",,"BA-1567486-2023","Secondhand Dealer - General","Premises","Surrendered","12/29/2022","07/31/2025",,"2122222292","Complete Address","462","6TH AVE",,,,,"NEW YORK","NY","10011","Manhattan","102","2","1009562","1005750001","MN23","2000","63","40.73548","-73.998196"
"2122431-DCWP","TYRONE MARTIN",,"BA-1699704-2024","General Vendor","Individual","Ready for Renewal","06/24/2024","09/30/2025","Vendor Type: General Vendor (White)",,,,,,,,,"NEW YORK","NY","10037",,,,,,,,,,
"2112668-DCA","VERTIGO ZERO LLC",,"BA-1584230-2023","Home Improvement Contractor","Premises","Expired","04/20/2023","02/28/2025",,"9293422746","Complete Address","7609","101ST AVE",,,"APT","3R","OZONE PARK","NY","11416","Queens","409","32","4187961","4090480037","QN53","3000","42","40.67993","-73.861269"
"2125148-DCWP","CHOCO LOCA CORP.",,"BA-1713387-2024","Stoop Line Stand","Premises","Active","11/06/2024","03/31/2026","Product Category: Fruits, Vegetables, Soft Drinks PLUS any of these additional types of products: Flowers, Confectionery, Ice Cream or Ices; 4 foot stands: 0; 5 foot stands: 1; 5-10 foot stands: 0","(929) 393-3373","Complete Address","8430","ROOSEVELT AVE",,,,,"FLUSHING","NY","11372","Queens","404","25","4037077","4015030011","QN29","4002","26901","40.74786","-73.881728"
"2110650-DCA","VALOR HOME IMPROVEMENT LLC",,"BA-1576148-2023","Home Improvement Contractor","Premises","Expired","01/17/2023","02/28/2025",,"9179366014","Complete Address","2334","TIEBOUT AVE",,,"APT","1G","BRONX","NY","10458","Bronx","205","15","2013335","2031430260","BX40","3001","38302","40.85746","-73.896745"
"1217001-DCA","SANG H. SHIN",,"BA-1527447-2022","Locksmith","Individual","Active","01/05/2006","05/31/2027",,,,,,,,,,"NEW YORK","NY","10018",,,,,,,,,,
"2125232-DCWP","Rossilynne Culgan",,"BA-1713423-2024","Sightseeing Guide","Individual","Active","11/12/2024","03/31/2026",,,,,,,,,,"NEW YORK","NY","10019",,,,,,,,,,
"1250484-DCA","HERNENDEZ, ANIVAL",,"BA-1308900-2022","Home Improvement Contractor","Premises","Active","03/22/2007","02/28/2027",,"6463026451","Complete Address","1306","BAYPORT PL",,,"APT","4E","FAR ROCKAWAY","NY","11691","Queens","414","31","4297945","4155360001","QN15","1013","103202","40.60601","-73.751199"
"2004117-DCA","T-MOBILE NORTHEAST LLC","T-Mobile 4110","BA-1530975-2022","Secondhand Dealer - General","Premises","Surrendered","02/27/2014","07/31/2023",,"2128642763","Complete Address","1056","FLATBUSH AVE",,,,,"BROOKLYN","NY","11226","Brooklyn","314","40","3117663","3051250072","BK42","2003","51001","40.64518","-73.958041"
"2057095-DCA","CREDIT BUREAU OF NAPA COUNTY, INC.","Chase Receivables","BA-1216477-2022","Debt Collection Agency","Premises","Active","08/15/2017","01/31/2027",,"8668553970","Complete Address","155","PASSAIC AVE",,,"STE","460","FAIRFIELD","NJ","07004",,,,,,,,,,
"1242345-DCA","WESTSIDER RARE AND USED BOOKS INC.",,"BA-1533534-2022","Secondhand Dealer - General","Premises","Active","10/24/2006","07/31/2027",,"2123620706","Complete Address","2246","BROADWAY",,,,,"NEW YORK","NY","10024","Manhattan","107","6","1032653","1012280013","MN12","4001","167","40.78479","-73.979258"
"2015545-1-DCA","3226 EXPRESS DELI CORP",,"BA-1108686-2022","Tobacco Retail Dealer","Premises","Ready for Renewal","11/14/2014","12/31/2025",,"347-920-4655","Complete Address","3226","BAINBRIDGE AVENUE",,,,,"BRONX","NY","10467","Bronx","207","11","2018154","2033430008","BX43","2003","423","40.87626","-73.879627"
"2082306-DCA","GMR DISTRIBUTORS INC.",,"BA-1307306-2022","Home Improvement Contractor","Premises","Expired","02/15/2019","02/28/2025",,"929-226-4419","Complete Address","1331","ADEE AVE",,,"APT","1","BRONX","NY","10469","Bronx","211","12","2056119","2045900012","BX31","1001","350","40.86936","-73.847879"
"2118848-DCWP","Bryson Coopersmith",,"BA-1680165-2023","Sightseeing Guide","Individual","Active","01/18/2024","03/31/2026",,,,,,,,,,"RYE","NY","10580",,,,,,,,,,
"2085547-DCA","Gusto Capital, LLC",,"BA-1284341-2022","Debt Collection Agency","Premises","Active","05/06/2019","01/31/2027",,"4152373135","Complete Address","525","20TH ST",,,,,"SAN FRANCISCO","CA","94107",,,,,,,,,,
"2115928-DCWP","JOCELYN CARANDANG",,"BA-1329118-2022","Ticket Seller Individual","Individual","Expired","08/18/2023","07/31/2024",,,,,,,,,,"WESTLAKE","OH","44145",,,,,,,,,,
"2120411-DCWP","Sanjeev Kumar",,"BA-1671896-2023","Tow Truck Driver","Individual","Active","04/10/2024","10/31/2026",,,,,,,,,,"ELMONT","NY","11003",,,,,,,,,,
"1358518-DCA","KEVIN KINLAW",,"BA-1304349-2022","Locksmith","Individual","Active","06/11/2010","05/31/2027",,,,,,,,,,"JAMAICA","NY","11434",,,,,,,,,,
"2033068-DCA","WWI CONTRACTING CORP",,"BA-1550857-2022","Home Improvement Contractor","Premises","Expired","02/05/2016","02/28/2023",,"201-849-5728","Complete Address","2824","STEINWAY STREET",,,"STE","224","ASTORIA","NY","11103","Queens","401","22","4010760","4006620030","QN70","1003","6502","40.76522","-73.913924"
"2008844-DCA","Techtronics Mobile Solutions LLC",,"BA-1649111-2023","Secondhand Dealer - General","Premises","Failed to Renew","05/29/2014","07/31/2025",,"2122032135","Complete Address","248","W 35TH ST",,,,,"NEW YORK","NY","10001","Manhattan","105","3","1014416","1007840068","MN17","1005","109","40.75224","-73.991540"
"2032735-DCA","PEBBLE CRAFT INC.",,"BA-1446557-2022","Home Improvement Contractor","Premises","Active","01/26/2016","02/28/2027",,"2124235696","Complete Address","12","EAST 97 STREET",,,"APT","7I","NEW YORK","NY","10029","Manhattan","111","8","1051456","1016020060","MN33","1001","16002","40.78807","-73.954080"
"2128891-DCWP","Letty Gomezcoello",,"BA-1714261-2024","Horse Drawn Cab Driver","Individual","Active","05/23/2025","11/21/2025",,,,,,,,,,"ELMHURST","NY","11373",,,,,,,,,,
"2130916-DCWP","ARK CONCEPT + DESIGN CORP.",,"BA-1692745-2024","Home Improvement Contractor","Premises","Active","09/03/2025","02/28/2027",,"9293258835","Complete Address","6","CHESTNUT ST",,,,,"CENTRAL ISLIP","NY","11722",,,,,,,,,"40.76478","-73.205448"
"2096218-DCA","HR WIRELESS LLC","hr wireless","BA-1335121-2022","Electronics Store","Premises","Expired","08/17/2020","12/31/2024",,,"Complete Address","721","E TREMONT AVE",,,"BLDG","B","BRONX","NY","10457","Bronx","206","15","2012627","2030920044","BX17","2004","371","40.84509","-73.890450"
"2120005-DCWP","NURSE, CARL",,"BA-1395369-2022","Home Improvement Contractor","Premises","Active","03/26/2024","02/28/2027",,"3479073186","Complete Address","6918","HESSLER AVE",,,,,"ARVERNE","NY","11692","Queens","414","31","4435968","4160510038","QN12","2002","954","40.59410","-73.799007"
"2123797-DCWP","SPECTRUM NEW YORK METRO LLC","SPECTRUM","BA-1694814-2024","Electronics Store","Premises","Active","08/23/2024","12/31/2026",,"3143949867","Complete Address","177","N 7TH ST",,,,,"BROOKLYN","NY","11211","Brooklyn","301","33","3329952","3023207502","BK73","1000","553","40.71742","-73.957047"
"1335626-DCA","ETNA CONTRACTING INC.",,"BA-1193251-2022","Home Improvement Contractor","Premises","Expired","10/08/2009","02/28/2025",,"7188584668","Complete Address","171","DWIGHT ST",,,,,"BROOKLYN","NY","11231","Brooklyn","306","38","3008836","3006000004","BK33","4008","53","40.67392","-74.011515"
"2125259-DCWP","Jlr Brooklyn, LLC",,"BA-1686558-2024","Secondhand Dealer - Auto","Premises","Active","11/13/2024","07/31/2027",,"6313744603","Complete Address","809","NEPTUNE AVE",,,,,"BROOKLYN","NY","11224","Brooklyn","313","47","3424676","3072470113","BK21","1018","348","40.57981","-73.976402"
"1418480-DCA","EAGLE CONTRACTORS NY CORP",,"BA-1206395-2022","Home Improvement Contractor","Premises","Expired","01/30/2012","02/28/2025",,"7183335771","Complete Address","305","82ND ST",,,"APT","1F","BROOKLYN","NY","11209","Brooklyn","310","47","3151641","3059970001","BK31","1000","46","40.62627","-74.029382"
"2027787-DCA","NEPTUNE AVENUE AUTO CARE INC",,"BA-1423269-2022","Secondhand Dealer - General","Premises","Active","08/31/2015","07/31/2027",,"718-372-8936","Complete Address","1606","NEPTUNE AVENUE",,,,,"BROOKLYN","NY","11224","Brooklyn","313","47","3189061","3070210009","BK21","1000","326","40.57902","-73.984351"
"2123836-DCWP","KING'S, CONSTRUCTION & RENOVATION CORP",,"BA-1706248-2024","Home Improvement Contractor","Premises","Expired","08/26/2024","02/28/2025",,"3477407565","Complete Address","72","WALNUT RD",,,,,"INWOOD","NY","11096","Outside NYC",,,,,,,,"40.61868","-73.756267"
"2129077-DCWP","LAZ PARKING NEW YORK/NEW JERSEY, LLC.","LAZ PARKING NY,NJ LLC","BA-1725635-2025","Garage & Parking Lot","Premises","Active","06/02/2025","03/31/2027","Vehicle Capacity: 218; Bicycle Capacity: 21","8605227641","Complete Address","1112","30TH DR",,,,,"ASTORIA","NY","11102","Queens","401","22","4623158","4005040122","QN71","1006","81","40.77023","-73.934066"
"2113756-DCA","Jaime Crowe",,"BA-1586823-2023","Sightseeing Guide","Individual","Expired","05/25/2023","03/31/2024",,,,,,,,,,"BRONX","NY","10471",,,,,,,,,,
"2023218-DCA","WELLBUILT INTERIOR LLC",,"BA-1517054-2022","Home Improvement Contractor","Premises","Active","05/21/2015","02/28/2027",,"7189724737","Complete Address","71","OCEAN PKWY",,,"APT","5E","BROOKLYN","NY","11218","Brooklyn","307","40","3124031","3053200001","BK40","2001","504","40.64937","-73.974922"
"1283522-DCA","DUDNATH, RAJESH K","R K D CONTRACTING","BA-1207526-2022","Home Improvement Contractor","Premises","Active","04/29/2008","02/28/2027",,"9178470550","Complete Address","10448","115TH ST",,,,,"S RICHMOND HL","NY","11419","Queens","410","28","4202677","4095370028","QN55","1002","104","40.68536","-73.827559"
"1239590-DCA","SHIREL CONSTRUCTION INC.",,"BA-1582511-2023","Home Improvement Contractor","Premises","Active","09/20/2006","02/28/2027",,"9178071213","Complete Address","14905","79TH AVE",,,"APT","108","KEW GARDENS HILLS","NY","11367","Queens","408","24","4144768","4066900016","QN37","3001","77904","40.71974","-73.814158"
"1413140-DCA","AMIT KUMAR",,"BA-1126617-2022","Tow Truck Driver","Individual","Expired","11/07/2011","10/31/2024",,,,,,,,,,"ELMONT","NY","11003",,,,,,,,,,
"2128547-DCWP","Hilton Hotel Employer LLC",,"BA-1730665-2025","Hotel","Premises","Active","05/16/2025","09/30/2026",,"2127581234","Complete Address","234","W 42ND ST",,,,,"NEW YORK","NY","10036","Manhattan","105","3","1024665","1010130012","MN17","1002","113","40.75675","-73.988659"
"2087386-DCA","OMEGA RMS, LLC",,"BA-1455168-2022","Debt Collection Agency","Premises","Active","06/20/2019","01/31/2027",,"8162861393","Complete Address","603","EAST ST",,,"STE","302","PARKVILLE","MO","64152",,,,,,,,,,
"2003454-DCA","KEVIN PAINTING & HOME IMPROVEMENT LLC",,"BA-1295011-2022","Home Improvement Contractor","Premises","Active","02/11/2014","02/28/2027",,"7184410603","Complete Address","10138","113TH ST",,,,,"SOUTH RICHMOND HILL","NY","11419","Queens","409","29","4198856","4094300022","QN54","2003","108","40.68818","-73.830837"
"2056139-DCA","EQUATORIAL RENOVATIONS CORPORATION",,"BA-1170467-2022","Home Improvement Contractor","Premises","Active","07/24/2017","02/28/2027",,"5165544503","Complete Address","135","WHITEHOUSE AVE",,,,,"ROOSEVELT","NY","11575","Outside NYC",,,,,,,,,
"2129309-DCWP","SCRAP KING SHEEPSHEAD BAY, INC.",,"BA-1734324-2025","Scrap Metal Processor","Premises","Active","06/11/2025","06/30/2026",,"(917) 742-5895","Complete Address","2481","KNAPP ST",,,,,"BROOKLYN","NY","11235","Brooklyn","315","46","3248647","3088330100","BK17","2011","628","40.59311","-73.932714"
"1084817-DCA","KUK PING DUONG",,"BA-1307999-2022","General Vendor","Individual","Ready for Renewal","09/20/2006","09/30/2025","Vendor Type: General Vendor (White)",,,,,,,,,"BROOKLYN","NY","11229",,,,,,,,,,
"2129644-DCWP","E Z Pawn Corp",,"BA-1734332-2025","Pawnbroker","Premises","Active","06/27/2025","04/30/2026",,"6465911716","Complete Address","560","REMSEN AVE",,,,,"BROOKLYN","NY","11236","Brooklyn","317","41","3102464","3046860001","BK96","3008","888","40.65296","-73.920166"
"2001731-DCA","SANTANA CONTRACTING 1 LLC",,"BA-1554367-2022","Home Improvement Contractor","Premises","Active","12/18/2013","02/28/2027",,"7187680964","Complete Address","534","MERRICK RD",,,"STE","1","LYNBROOK","NY","11563","Outside NYC",,,,,,,,,
"2127875-1-DCWP","EMBERS NYC CORP",,"BA-1721166-2025","Tobacco Retail Dealer","Premises","Active","04/21/2025","12/31/2026",,"6462702861","Complete Address","898","QUINCY ST",,,,,"BROOKLYN","NY","11221","Brooklyn","303","41","3341199","3014790008","BK35","2001","375","40.69010","-73.923313"
"2118052-DCWP","Brilliance Contracting Corp.",,"BA-1665981-2023","Home Improvement Contractor","Premises","Active","12/04/2023","02/28/2027",,"3475446853","Complete Address","10322","94TH ST",,,,,"OZONE PARK","NY","11417","Queens","410","32","4189542","4091140016","QN56","1008","4002","40.68152","-73.845560"
"1309817-DCA","BOLLA OPERATING CORP.","KINGS HAMILTON AVE. MOBIL","BA-1125777-2022","Tobacco Retail Dealer","Premises","Ready for Renewal","02/23/2009","12/31/2025",,"516-240865","Complete Address","375","HAMILTON AVE",,,,,"BROOKLYN","NY","11231","Brooklyn","306","39","3008191","3004820001","BK33","3012","77","40.67324","-73.999481"
"2050829-DCA","WEN Y JIANG",,"BA-1559661-2022","General Vendor","Individual","Ready for Renewal","04/07/2017","09/30/2025","Vendor Type: General Vendor (White)",,,,,,,,,"LITTLE NECK","NY","11363",,,,,,,,,,
"2122010-DCWP","ALPHA DOG ENTERPRISES LLC",,"BA-1695003-2024","Home Improvement Contractor","Premises","Active","06/05/2024","02/28/2027",,"3477338154","Complete Address","1008","DECATUR ST",,,"APT","3A","BROOKLYN","NY","11207","Brooklyn","304","37","3404999","3034327501","BK78","2000","403","40.68493","-73.911298"
"2106787-DCA","Baba Construction Corp.",,"BA-1115060-2022","Home Improvement Contractor","Premises","Active","06/15/2022","02/28/2027",,"9145652528","Complete Address","10","STORM ST",,,,,"DOBBS FERRY","NY","10522","Outside NYC",,,,,,,,,
"2115016-DCA","MIRMUKHAMMAD ATABAEV",,"BA-1600915-2023","Pedicab Driver","Individual","Surrendered","07/12/2023","04/30/2025",,,,,,,,,,"BROOKLYN","NY","11223",,,,,,,,,,
"1260667-DCA","BAKER DESIGN BUILD, LLC",,"BA-1127327-2022","Home Improvement Contractor","Premises","Expired","07/03/2007","02/28/2025",,"7184044627","Complete Address","1281","ATLANTIC AVE",,,"APT","2","BROOKLYN","NY","11216","Brooklyn","303","36","3329722","3018670072","BK61","1002","247","40.67840","-73.948134"
"2129084-DCWP","Andrew Ramirez",,"BA-1679405-2023","Tow Truck Driver","Individual","Active","06/02/2025","10/31/2026",,,,,,,,,,"BRONX","NY","10462",,,,,,,,,,
"2088143-DCA","BOB'S AUTO GALLERY INC",,"BA-1101548-2022","Secondhand Dealer - Auto","Premises","Expired","07/11/2019","07/31/2023",,"7185234900","Complete Address","10823","MERRICK BLVD",,,,,"JAMAICA","NY","11433","Queens","412","27","4218538","4102530021","QN01","3005","414","40.69808","-73.786158"
"2120477-DCWP","CONSTRUCTION & HVAC SOLUTIONS LLC",,"BA-1689359-2024","Home Improvement Contractor","Premises","Expired","04/12/2024","02/28/2025",,"(347) 288-9668","Complete Address","40","BRONSON AVE",,,,,"SCARSDALE","NY","10583",,,,,,,,,"40.97826","-73.810408"
"2029377-2-DCA","GOOD LUCK 4TH AVE. BEER HOUSE INC",,"BA-1333546-2022","Tobacco Retail Dealer","Premises","Expired","10/09/2015","12/31/2022",,"646-573-2217","Complete Address","246","11TH ST",,,,,"BROOKLYN","NY","11215","Brooklyn","306","38","3022853","3010220008","BK37","3001","139","40.66894","-73.989308"
"2126807-DCWP","CARLOS TAPING CORPORATION",,"BA-1716591-2024","Home Improvement Contractor","Premises","Active","02/19/2025","02/28/2027",,,"Complete Address","6520","BOOTH ST",,,"APT","2J","REGO PARK","NY","11374","Queens","406","30","4072540","4030977505","QN18","2000","69701","40.72722","-73.859356"
"0992954-DCA","SHARON HIGHTOWER",,"BA-1559758-2022","General Vendor","Individual","Ready for Renewal","11/14/2006","09/30/2025","Vendor Type: Citywide Specialized Vendor (Yellow)",,,,,,,,,"BRONX","NY","10453",,,,,,,,,,
"2124812-DCWP","SPARK CONTRACTING NY CORP",,"BA-1708890-2024","Home Improvement Contractor","Premises","Active","10/16/2024","02/28/2027",,"(917) 600-1441","Complete Address","5753","AMBOY RD",,,,,"STATEN ISLAND","NY","10309","Staten Island","503","51","5084009","5068580060","SI32","3017","20804","40.52758","-74.200250"
"2021997-DCA","DELUCCA CONTRACTING LLC",,"BA-1176935-2022","Home Improvement Contractor","Premises","Active","05/01/2015","02/28/2027",,,"Complete Address","36","GARDEN TER",,,,,"BRIDGEPORT","CT","06605",,,,,,,,,,
"2118707-DCWP","MB Hillside Motors, LLC","Empire Hyundai of Jamaica Pre-Owned","BA-1681784-2023","Secondhand Dealer - Auto","Premises","Active","01/08/2024","07/31/2027",,"5165543354","Complete Address","17918","HILLSIDE AVE",,,,,"JAMAICA","NY","11432","Queens","412","23","4212310","4099140040","QN61","1003","468","40.71263","-73.783849"
"2113536-DCA","PRGB INC",,"BA-1596876-2023","Debt Collection Agency","Premises","Active","05/18/2023","01/31/2027",,"8882427263","Complete Address","256","W DATA DR",,,,,"DRAPER","UT","84020",,,,,,,,,,
"1460672-DCA","CHARLES-WILLIAMS CONSTRUCTION CORP.",,"BA-1200659-2022","Home Improvement Contractor","Premises","Active","03/26/2013","02/28/2027",,,"Complete Address","450","E 28TH ST",,,,,"BROOKLYN","NY","11226","Brooklyn","317","45","3120461","3052140048","BK95","2002","828","40.63944","-73.950283"
"1250069-DCA","LIN YING HUANG",,"BA-1279130-2022","General Vendor","Individual","Ready for Renewal","03/16/2007","09/30/2025","Vendor Type: General Vendor (White)",,,,,,,,,"NEW YORK","NY","10038",,,,,,,,,,
"2075734-1-DCA","RIVERDALE VAPE & CANDY SHOP INC",,"BA-1510354-2022","Electronic Cigarette Dealer","Premises","Expired","07/17/2018","11/30/2023",,"347-981-2107","Complete Address","215","W 231ST ST",,,,,"BRONX","NY","10463","Bronx","208","11","2083162","2057040050","BX29","1001","289","40.87918","-73.905282"
"2113364-DCA","NYC SMART MED SUPPLY CORP",,"BA-1596044-2023","Dealer In Products For The Disabled","Premises","Expired","05/15/2023","03/15/2025",,"7187302600","Complete Address","1722","JEROME AVE",,,,,"BROOKLYN","NY","11235","Brooklyn","315","48","3204971","3074620021","BK17","5003","600","40.58733","-73.951989"
"2116996-DCWP","AMINU MOHAMMED",,"BA-1672406-2023","Ticket Seller Individual","Individual","Expired","10/04/2023","07/31/2024",,,,,,,,,,"BRONX","NY","10457",,,,,,,,,,
"2127900-DCWP","DELGADO ELECTRONICS LLC",,"BA-1724342-2025","Electronic & Home Appliance Service Dealer","Premises","Active","04/21/2025","06/30/2026",,"5167826813","Complete Address","685","SENECA AVE",,,,,"RIDGEWOOD","NY","11385","Queens","405","34","4082538","4034550003","QN20","2000","549","40.70306","-73.908096"
"2119200-DCWP","new sahara builders corp","NYC DESIGN BUILD","BA-1428517-2022","Home Improvement Contractor","Premises","Active","02/13/2024","02/28/2027",,"7182002052","Complete Address","75","MAIDEN LN",,,"FL","3","NEW YORK","NY","10038","Manhattan","101","1","1001112","1000680011","MN25","1010","1502","40.70766","-74.007758"
"2129344-DCWP","Todd Davide",,"BA-1732730-2025","Tow Truck Driver","Individual","Active","06/13/2025","10/31/2026",,,,,,,,,,"FLUSHING","NY","11357",,,,,,,,,,
"2008123-1745-DCA","BKINNOVATION LLC","MASTER PIECE SMOKE SHOP","BA-1120954-2022","Tobacco Retail Dealer","Premises","Expired","05/14/2014","12/31/2023",,"9294973064","Complete Address","130","INDIA ST",,,,,"BROOKLYN","NY","11222","Brooklyn","301","33","3064467","3025400138","BK76","2000","565","40.73225","-73.955309"
"2058515-DCA","RADIUS GLOBAL SOLUTIONS LLC",,"BA-1731076-2025","Debt Collection Agency","Premises","Active","09/21/2017","01/31/2027",,"5048283700","Complete Address","7505","METRO BLVD",,,"STE","400","EDINA","MN","55439",,,,,,,,,"44.86646","-93.352626"
"2046773-DCA","BOSTON ROAD GARAGE CORP",,"BA-1123299-2022","Tow Truck Company","Premises","Active","12/22/2016","04/30/2026","DARP/ROTOW Enrollment: DARP","3479286660","Complete Address","2929","BOSTON RD",,,,,"BRONX","NY","10469","Bronx","211","12","2120886","2045540013","BX31","2000","342","40.86827","-73.858935"
"2098374-DCA","NICHOLAS RAMDAT",,"BA-1583021-2023","Locksmith","Individual","Active","04/16/2021","05/31/2027",,,,,,,,,,"JAMAICA","NY","11418",,,,,,,,,,
"2112484-DCA","LOMESH ETWARA",,"BA-1583679-2023","Tow Truck Driver","Individual","Active","04/14/2023","10/31/2026",,,,,,,,,,"JAMAICA","NY","11433",,,,,,,,,,
