Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
2599,535377070,30,Rl,60.0,10914,Pave,Grvl,Reg,Lvl,Allpub,Inside,Gtl,Names,Artery,Norm,1Fam,1Story,3,3,1929,1950,Hip,Compshg,Wd Sdng,Wd Sdng,Nan,0.0,Ta,Fa,Cblock,Ta,Ta,Mn,Unf,0.0,Unf,0.0,715.0,715.0,Gasa,Fa,No,Fusep,715,0,0,715,0.0,0.0,1,0,2,1,Ta,4,Typ,0,Nan,Detchd,1967.0,Unf,2.0,660.0,Fa,Ta,No,0,0,75,0,112,0,Nan,Nan,Nan,0,8,2006,Wd,Normal,68000
2600,535377100,50,Rl,60.0,7008,Pave,Nan,Reg,Lvl,Allpub,Corner,Gtl,Oldtown,Norm,Norm,1Fam,1.5Fin,4,8,1900,1998,Gable,Compshg,Metalsd,Metalsd,Nan,0.0,Ta,Gd,Brktil,Fa,Fa,No,Unf,0.0,Unf,0.0,448.0,448.0,Gasa,Ex,Yes,Sbrkr,448,272,0,720,0.0,0.0,1,0,1,1,Fa,5,Typ,0,Nan,Attchd,1900.0,Unf,1.0,280.0,Fa,Ta,Yes,0,0,70,0,0,0,Nan,Nan,Nan,0,3,2006,Wd,Normal,86900
2601,535379100,30,Rl,60.0,10800,Pave,Grvl,Reg,Lvl,Allpub,Inside,Gtl,Oldtown,Norm,Norm,1Fam,1Story,5,6,1920,1950,Hip,Compshg,Stucco,Stucco,Nan,0.0,Ta,Ta,Brktil,Ta,Ta,No,Rec,821.0,Unf,0.0,299.0,1120.0,Gasa,Ex,Yes,Sbrkr,1130,0,0,1130,1.0,0.0,1,0,2,1,Ta,5,Typ,1,Gd,Detchd,1970.0,Unf,2.0,720.0,Ta,Ta,Yes,229,0,0,0,0,0,Nan,Nan,Nan,0,6,2006,Wd,Normal,120000
2602,535380010,70,Rl,60.0,7200,Pave,Grvl,Reg,Lvl,Allpub,Inside,Gtl,Oldtown,Norm,Norm,1Fam,2Story,6,8,1915,1950,Gable,Compshg,Metalsd,Metalsd,Nan,0.0,Ta,Ex,Cblock,Ta,Ta,No,Rec,338.0,Unf,0.0,325.0,663.0,Gasa,Ex,Yes,Sbrkr,774,821,0,1595,0.0,0.0,2,0,3,1,Ta,7,Typ,1,Gd,Detchd,1974.0,Unf,2.0,528.0,Ta,Ta,Yes,49,0,231,0,0,0,Nan,Nan,Nan,0,4,2006,Wd,Normal,155500
2603,535380130,50,Rl,60.0,10818,Pave,Grvl,Reg,Lvl,Allpub,Inside,Gtl,Oldtown,Norm,Norm,1Fam,1.5Fin,4,4,1910,1950,Gable,Compshg,Vinylsd,Vinylsd,Nan,0.0,Ta,Ta,Brktil,Fa,Ta,No,Unf,0.0,Unf,0.0,1077.0,1077.0,Gasa,Ta,Yes,Fusea,981,779,0,1760,0.0,0.0,1,1,4,1,Ta,7,Typ,1,Ta,Detchd,1935.0,Unf,2.0,648.0,Fa,Ta,Yes,120,0,96,0,0,0,Nan,Nan,Nan,0,2,2006,Cod,Abnorml,80000
2604,535381060,50,Rl,60.0,10410,Pave,Grvl,Reg,Lvl,Allpub,Corner,Gtl,Oldtown,Artery,Norm,1Fam,1.5Fin,3,4,1915,1950,Gable,Compshg,Wd Sdng,Wd Sdng,Nan,0.0,Ta,Ta,Pconc,Ta,Ta,No,Unf,0.0,Unf,0.0,672.0,672.0,Gasa,Ta,Yes,Sbrkr,694,520,0,1214,0.0,0.0,1,0,3,1,Ta,6,Typ,0,Nan,Detchd,1998.0,Unf,3.0,936.0,Ta,Ta,Yes,216,0,160,0,0,0,Nan,Mnprv,Nan,0,1,2006,Wd,Family,105000
2605,535382020,190,Rl,60.0,10800,Pave,Nan,Reg,Lvl,Allpub,Corner,Gtl,Oldtown,Norm,Norm,2Fmcon,1.5Fin,5,4,1900,1970,Gable,Compshg,Wd Sdng,Wd Sdng,Nan,0.0,Ta,Fa,Cblock,Ta,Fa,No,Blq,664.0,Unf,0.0,290.0,954.0,Gasa,Ta,No,Fusea,1766,648,0,2414,0.0,0.0,2,0,3,2,Ta,10,Mod,1,Gd,Attchd,1970.0,Unf,2.0,520.0,Ta,Fa,No,142,0,0,0,0,0,Nan,Nan,Nan,0,5,2006,Conld,Normal,160000
2606,535382130,50,Rl,60.0,10800,Pave,Grvl,Reg,Lvl,Allpub,Inside,Gtl,Oldtown,Norm,Norm,1Fam,1.5Fin,5,8,1936,1989,Gable,Compshg,Wd Sdng,Wd Sdng,Nan,0.0,Ta,Ta,Cblock,Fa,Ta,No,Alq,626.0,Unf,0.0,170.0,796.0,Gasa,Gd,Yes,Sbrkr,1096,370,0,1466,0.0,1.0,2,0,3,1,Gd,7,Min1,1,Ta,Attchd,1950.0,Unf,2.0,566.0,Ta,Ta,Yes,436,21,0,0,0,0,Nan,Nan,Shed,500,4,2006,Wd,Normal,170000
2607,535401140,20,Rl,84.0,8658,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,6,5,1965,1965,Gable,Compshg,Wd Sdng,Wd Sdng,Brkface,101.0,Ta,Ta,Cblock,Ta,Ta,No,Rec,643.0,Unf,0.0,445.0,1088.0,Gasa,Ex,Yes,Sbrkr,1324,0,0,1324,0.0,0.0,2,0,3,1,Ta,6,Typ,1,Ta,Attchd,1965.0,Rfn,2.0,440.0,Ta,Ta,Yes,0,138,0,0,0,0,Nan,Gdwo,Nan,0,12,2006,Wd,Abnorml,160000
2608,535402070,80,Rl,85.0,13400,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Names,Norm,Norm,1Fam,Slvl,5,5,1966,1966,Gable,Compshg,Vinylsd,Vinylsd,Brkface,1047.0,Ta,Ta,Cblock,Ta,Ta,Av,Alq,516.0,Blq,128.0,380.0,1024.0,Gasa,Ta,Yes,Sbrkr,1086,0,0,1086,1.0,0.0,1,0,3,1,Ta,6,Typ,1,Gd,Attchd,1966.0,Rfn,2.0,484.0,Ta,Ta,Yes,0,0,0,0,0,0,Nan,Gdwo,Nan,0,6,2006,Wd,Normal,159950
2609,535402100,80,Rl,83.0,10184,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Names,Norm,Norm,1Fam,Slvl,6,5,1963,1963,Gable,Compshg,Hdboard,Hdboard,Brkface,379.0,Ta,Ta,Cblock,Ta,Ta,Av,Alq,580.0,Unf,0.0,503.0,1083.0,Gasa,Ta,Yes,Sbrkr,1146,0,0,1146,0.0,1.0,1,0,3,1,Ta,6,Typ,1,Gd,Attchd,1963.0,Unf,1.0,294.0,Ta,Ta,Yes,345,75,0,0,0,0,Nan,Nan,Nan,0,6,2006,Wd,Normal,165000
2610,535402220,50,Rl,77.0,9786,Pave,Nan,Ir1,Bnk,Allpub,Inside,Gtl,Names,Norm,Norm,1Fam,1.5Fin,6,7,1962,1981,Gable,Compshg,Wd Sdng,Wd Sdng,Nan,0.0,Ta,Ta,Cblock,Ta,Ta,No,Rec,600.0,Unf,0.0,312.0,912.0,Gasa,Ta,Yes,Sbrkr,1085,649,0,1734,0.0,0.0,1,1,3,1,Gd,7,Typ,1,Gd,Attchd,1962.0,Rfn,2.0,440.0,Ta,Ta,Yes,0,0,0,0,128,0,Nan,Gdprv,Nan,0,6,2006,Wd,Normal,159000
2611,535402230,20,Rl,77.0,9510,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,6,5,1962,1985,Gable,Compshg,Hdboard,Hdboard,Brkcmn,161.0,Ta,Ta,Cblock,Ta,Ta,No,Alq,701.0,Unf,0.0,434.0,1135.0,Gasa,Ex,Yes,Sbrkr,1207,0,0,1207,0.0,0.0,1,1,3,1,Ta,6,Typ,0,Nan,Attchd,1962.0,Rfn,1.0,264.0,Ta,Ta,Yes,0,240,0,0,0,0,Nan,Nan,Nan,0,5,2006,Wd,Normal,147000
2612,535403040,20,Rl,66.0,7800,Pave,Nan,Ir1,Lvl,Allpub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,Compshg,Wd Sdng,Wd Sdng,Nan,0.0,Ta,Ta,Cblock,Ta,Ta,No,Rec,312.0,Lwq,600.0,0.0,912.0,Gasa,Ta,Yes,Sbrkr,912,0,0,912,0.0,0.0,1,0,2,1,Ta,5,Typ,0,Nan,Attchd,1964.0,Unf,1.0,288.0,Ta,Ta,Yes,0,0,0,0,0,0,Nan,Nan,Nan,0,11,2006,Wd,Abnorml,115000
2613,535403150,20,Rl,79.0,8910,Pave,Nan,Reg,Lvl,Allpub,Corner,Gtl,Names,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,Compshg,Brkface,Brkface,Nan,0.0,Ta,Ta,Cblock,Ta,Ta,Mn,Alq,655.0,Unf,0.0,0.0,655.0,Gasa,Ex,Yes,Sbrkr,1194,0,0,1194,0.0,1.0,1,0,3,1,Ta,6,Typ,1,Fa,Builtin,1954.0,Fin,2.0,539.0,Ta,Ta,Yes,0,0,192,0,0,0,Nan,Nan,Nan,0,7,2006,Wd,Normal,159500
2614,535403200,20,Rl,60.0,7332,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,6,6,1959,1959,Gable,Compshg,Wdshing,Wd Shng,Brkface,207.0,Ta,Ta,Cblock,Ta,Ta,No,Blq,414.0,Unf,0.0,450.0,864.0,Gasa,Ex,Yes,Sbrkr,864,0,0,864,1.0,0.0,1,0,2,1,Gd,4,Typ,0,Nan,Attchd,1959.0,Unf,1.0,288.0,Ta,Ta,Yes,168,0,0,0,0,0,Nan,Nan,Nan,0,10,2006,Wd,Abnorml,120000
2615,535404080,20,Rl,73.0,7100,Pave,Nan,Ir1,Lvl,Allpub,Corner,Gtl,Names,Norm,Norm,1Fam,1Story,5,7,1957,1957,Gable,Compshg,Wdshing,Wd Shng,Nan,0.0,Ta,Ta,Cblock,Ta,Ta,No,Glq,708.0,Unf,0.0,108.0,816.0,Gasa,Ta,Yes,Fusea,816,0,0,816,1.0,0.0,1,0,2,1,Ta,5,Typ,0,Nan,Detchd,1957.0,Unf,1.0,308.0,Ta,Ta,Yes,0,0,0,0,0,0,Nan,Nan,Nan,0,7,2006,Wd,Normal,129900
2616,535425040,20,Rl,80.0,10800,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Names,Posa,Norm,1Fam,1Story,6,6,1961,1992,Gable,Compshg,Hdboard,Hdboard,Brkface,104.0,Ta,Ta,Cblock,Ta,Ta,No,Rec,913.0,Unf,0.0,400.0,1313.0,Gasa,Ta,Yes,Sbrkr,1773,0,0,1773,1.0,0.0,2,0,3,1,Ta,6,Min2,2,Ta,Attchd,1961.0,Rfn,2.0,418.0,Ta,Ta,Yes,355,98,0,0,144,0,Nan,Nan,Nan,0,8,2006,Wd,Normal,183000
2617,535425050,20,Rl,86.0,11650,Pave,Nan,Reg,Lvl,Allpub,Corner,Gtl,Names,Posa,Norm,1Fam,1Story,7,5,1959,1959,Hip,Compshg,Plywood,Plywood,Brkcmn,58.0,Ta,Ta,Slab,Nan,Nan,Nan,Nan,0.0,Nan,0.0,0.0,0.0,Gasa,Gd,Yes,Fusea,1472,0,0,1472,0.0,0.0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,1959.0,Unf,2.0,484.0,Ta,Ta,Yes,0,68,0,0,227,0,Nan,Nan,Nan,0,6,2006,Wd,Normal,157500
2618,535425080,60,Rl,,18275,Pave,Nan,Ir1,Hls,Allpub,Inside,Gtl,Names,Norm,Norm,1Fam,2Story,7,8,1962,1998,Gable,Compshg,Plywood,Plywood,Nan,0.0,Ta,Ta,Cblock,Ta,Ta,Gd,Alq,636.0,Unf,0.0,802.0,1438.0,Gasa,Ta,Yes,Sbrkr,1900,548,0,2448,1.0,0.0,3,0,3,1,Ta,9,Typ,2,Gd,Attchd,1962.0,Rfn,2.0,441.0,Ta,Ta,Yes,520,102,0,0,0,0,Nan,Nan,Nan,0,9,2006,Wd,Normal,277500
2619,535426195,20,Rl,47.0,16321,Pave,Nan,Ir1,Lvl,Allpub,Culdsac,Gtl,Names,Norm,Norm,1Fam,1Story,5,6,1957,1997,Gable,Compshg,Metalsd,Metalsd,Nan,0.0,Ta,Ta,Cblock,Ta,Ta,Gd,Blq,1277.0,Unf,0.0,207.0,1484.0,Gasa,Ta,Yes,Sbrkr,1600,0,0,1600,1.0,0.0,1,0,2,1,Ta,6,Typ,2,Gd,Attchd,1957.0,Rfn,1.0,319.0,Ta,Ta,Yes,288,258,0,0,0,0,Nan,Nan,Nan,0,12,2006,Wd,Normal,207500
2620,535450100,50,Rl,60.0,12144,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Names,Norm,Norm,1Fam,1.5Fin,4,6,1950,1950,Gable,Compshg,Brkcomm,Wd Sdng,Nan,0.0,Ta,Ta,Cblock,Ta,Ta,No,Rec,455.0,Unf,0.0,455.0,910.0,Gasa,Gd,Yes,Sbrkr,910,611,0,1521,0.0,0.0,1,1,3,1,Gd,6,Min2,0,Nan,Detchd,1950.0,Unf,1.0,597.0,Fa,Ta,Yes,199,0,168,0,0,0,Nan,Nan,Nan,0,9,2006,Wd,Normal,147500
2621,535450180,50,Rl,60.0,10800,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Names,Norm,Norm,1Fam,1.5Fin,4,4,1949,1950,Gable,Compshg,Asbshng,Asbshng,Nan,0.0,Ta,Ta,Cblock,Ta,Ta,No,Unf,0.0,Unf,0.0,720.0,720.0,Gasa,Ta,No,Fusea,720,472,0,1192,0.0,0.0,1,1,4,1,Ta,6,Typ,0,Nan,Nan,,Nan,0.0,0.0,Nan,Nan,Yes,0,0,0,0,0,0,Nan,Nan,Nan,0,12,2006,Wd,Abnorml,135000
2622,535451190,20,Rl,60.0,7200,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,7,1950,1950,Hip,Compshg,Wd Sdng,Wd Sdng,Nan,0.0,Ta,Ta,Cblock,Nan,Nan,Nan,Nan,0.0,Nan,0.0,0.0,0.0,Gasa,Ta,Yes,Fusef,1040,0,0,1040,0.0,0.0,1,0,2,1,Ta,5,Typ,0,Nan,Detchd,1950.0,Unf,2.0,625.0,Ta,Ta,Yes,0,0,0,0,0,0,Nan,Nan,Nan,0,6,2006,Wd,Normal,109500
2623,535451210,20,Rl,60.0,7200,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,Compshg,Brkface,Wd Sdng,Nan,0.0,Ta,Ta,Slab,Nan,Nan,Nan,Nan,0.0,Nan,0.0,0.0,0.0,Gasa,Ta,Yes,Fusea,1040,0,0,1040,0.0,0.0,1,0,2,1,Ta,4,Typ,0,Nan,Detchd,1950.0,Unf,2.0,420.0,Ta,Ta,Yes,0,29,0,0,0,0,Nan,Nan,Nan,0,7,2006,Wd,Normal,109900
2624,535453160,20,Rl,70.0,7560,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,5,1959,1959,Gable,Compshg,Brkface,Wd Sdng,Nan,0.0,Ta,Ta,Cblock,Ta,Ta,No,Lwq,369.0,Unf,0.0,671.0,1040.0,Gasa,Ta,Yes,Fusea,1040,0,0,1040,0.0,0.0,1,0,3,1,Ta,6,Typ,0,Nan,Attchd,1959.0,Rfn,1.0,286.0,Ta,Ta,Yes,140,0,252,0,0,0,Nan,Gdwo,Nan,0,7,2006,Wd,Normal,133700
2625,535454030,90,Rl,60.0,8544,Pave,Nan,Reg,Lvl,Allpub,Corner,Gtl,Names,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,Compshg,Brkface,Stone,Nan,0.0,Ta,Ta,Slab,Nan,Nan,Nan,Nan,0.0,Nan,0.0,0.0,0.0,Wall,Fa,No,Fusef,1040,0,0,1040,0.0,0.0,2,0,2,2,Ta,6,Typ,0,Nan,Detchd,1950.0,Unf,2.0,400.0,Ta,Fa,Yes,0,0,0,0,0,0,Nan,Nan,Nan,0,12,2006,Wd,Normal,81400
2626,535454050,90,Rl,,8544,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Names,Norm,Norm,Duplex,1Story,3,4,1949,1950,Gable,Compshg,Stucco,Stucco,Brkface,340.0,Ta,Ta,Slab,Nan,Nan,Nan,Nan,0.0,Nan,0.0,0.0,0.0,Wall,Fa,No,Fusea,1040,0,0,1040,0.0,0.0,2,0,2,2,Ta,6,Typ,0,Nan,Detchd,1949.0,Unf,2.0,400.0,Ta,Ta,Yes,0,0,0,0,0,0,Nan,Nan,Nan,0,5,2006,Wd,Normal,87500
2627,535454060,90,Rl,60.0,8544,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Names,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,Compshg,Stucco,Stone,Nan,0.0,Ta,Ta,Cblock,Nan,Nan,Nan,Nan,0.0,Nan,0.0,0.0,0.0,Gasa,Gd,No,Fusef,1040,0,0,1040,0.0,0.0,2,0,2,2,Ta,6,Typ,0,Nan,Detchd,1949.0,Unf,2.0,400.0,Ta,Ta,Yes,0,0,0,0,0,0,Nan,Nan,Nan,0,7,2006,Wd,Normal,93500
2628,535456010,90,Rl,75.0,8512,Pave,Nan,Reg,Lvl,Allpub,Corner,Gtl,Names,Norm,Norm,Duplex,1Story,5,5,1960,1960,Hip,Compshg,Brkface,Brkface,Nan,0.0,Ta,Ta,Cblock,Ta,Fa,No,Unf,0.0,Unf,0.0,1556.0,1556.0,Gasa,Ta,Yes,Sbrkr,1556,0,0,1556,0.0,0.0,2,0,4,2,Ta,8,Typ,0,Nan,Nan,,Nan,0.0,0.0,Nan,Nan,Yes,0,0,0,0,0,0,Nan,Nan,Nan,0,9,2006,Wd,Normal,119000
2629,535456020,20,Rl,70.0,7945,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,Compshg,Brkface,Wd Sdng,Nan,0.0,Ta,Ta,Cblock,Ta,Ta,No,Alq,179.0,Blq,506.0,465.0,1150.0,Gasa,Ex,Yes,Fusea,1150,0,0,1150,1.0,0.0,1,0,3,1,Ta,6,Typ,0,Nan,Attchd,1959.0,Rfn,1.0,300.0,Ta,Ta,Yes,0,0,0,0,0,0,Nan,Nan,Nan,0,5,2006,Wd,Normal,141000
2630,535457070,20,Rl,70.0,7000,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,4,1961,1961,Hip,Compshg,Brkface,Brkface,Nan,0.0,Ta,Ta,Cblock,Ta,Ta,No,Glq,781.0,Unf,0.0,369.0,1150.0,Gasa,Ta,Yes,Sbrkr,1150,0,0,1150,0.0,0.0,1,0,3,1,Ta,6,Typ,0,Nan,Attchd,1961.0,Rfn,1.0,288.0,Ta,Ta,Yes,0,0,0,0,162,0,Nan,Nan,Nan,0,7,2006,Wd,Normal,146000
2631,535477060,60,Rl,69.0,7590,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Names,Posn,Norm,1Fam,2Story,6,5,1966,1966,Gable,Compshg,Vinylsd,Vinylsd,Brkface,266.0,Ta,Ta,Cblock,Ta,Ta,No,Blq,512.0,Unf,0.0,148.0,660.0,Gasa,Ta,Yes,Sbrkr,660,688,0,1348,0.0,0.0,1,1,3,1,Ta,6,Typ,1,Fa,Attchd,1966.0,Rfn,2.0,453.0,Ta,Ta,Yes,188,108,0,0,0,0,Nan,Nan,Nan,0,7,2006,Wd,Normal,155000
2632,535478010,85,Rl,69.0,10205,Pave,Nan,Ir1,Lvl,Allpub,Inside,Gtl,Names,Norm,Norm,1Fam,Sfoyer,5,5,1962,1962,Gable,Compshg,Metalsd,Metalsd,Nan,0.0,Ta,Ta,Cblock,Ta,Ta,Av,Blq,784.0,Unf,0.0,141.0,925.0,Gasa,Ta,Yes,Sbrkr,999,0,0,999,1.0,0.0,1,0,3,1,Ta,6,Typ,0,Nan,Attchd,1962.0,Unf,1.0,300.0,Ta,Ta,Yes,150,72,0,0,0,0,Nan,Nan,Nan,0,5,2006,Wd,Normal,134500
2633,535478070,20,Rl,74.0,7400,Pave,Nan,Reg,Lvl,Allpub,Corner,Gtl,Names,Artery,Norm,1Fam,1Story,7,6,1962,1962,Gable,Compshg,Wd Sdng,Wd Sdng,Nan,0.0,Ta,Ta,Cblock,Ta,Ta,No,Lwq,809.0,Unf,0.0,236.0,1045.0,Gasa,Gd,Yes,Sbrkr,1045,0,0,1045,1.0,0.0,1,0,3,1,Ta,6,Typ,0,Nan,Detchd,1962.0,Unf,2.0,528.0,Ta,Ta,Yes,0,0,0,0,0,0,Nan,Nan,Nan,0,3,2006,Wd,Normal,120000
2634,535478090,20,Rl,70.0,7000,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Names,Artery,Norm,1Fam,1Story,5,6,1962,1962,Gable,Compshg,Wd Sdng,Wd Sdng,Nan,0.0,Ta,Ta,Cblock,Ta,Ta,No,Blq,468.0,Unf,0.0,396.0,864.0,Gasa,Gd,Yes,Sbrkr,864,0,0,864,0.0,1.0,1,0,3,1,Ta,5,Typ,0,Nan,Attchd,1962.0,Unf,1.0,336.0,Ta,Ta,Yes,0,0,0,0,0,0,Nan,Gdwo,Nan,0,2,2006,Wd,Normal,105000
2635,535478110,190,Rl,70.0,7000,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Names,Artery,Norm,2Fmcon,Sfoyer,5,5,1962,1962,Gable,Compshg,Metalsd,Metalsd,Nan,0.0,Ta,Ta,Cblock,Ta,Ta,Av,Alq,953.0,Unf,0.0,72.0,1025.0,Gasa,Ta,Yes,Sbrkr,1025,0,0,1025,1.0,0.0,1,0,3,1,Ta,6,Typ,0,Nan,Nan,,Nan,0.0,0.0,Nan,Nan,Yes,96,80,0,0,0,0,Nan,Nan,Nan,0,3,2006,Wd,Normal,124000
2636,902100110,70,Rm,62.0,9856,Pave,Grvl,Reg,Lvl,Allpub,Corner,Gtl,Oldtown,Norm,Norm,1Fam,2Story,5,8,1900,2005,Hip,Compshg,Cemntbd,Cmentbd,Nan,0.0,Gd,Gd,Pconc,Fa,Ta,No,Unf,0.0,Unf,0.0,716.0,716.0,Gasa,Ex,Yes,Fusea,1007,1007,0,2014,0.0,0.0,2,0,5,1,Ta,8,Typ,0,Nan,Detchd,1900.0,Unf,2.0,624.0,Ta,Ta,Yes,0,72,167,0,0,0,Nan,Nan,Nan,0,6,2006,Wd,Normal,169000
2637,902100130,70,Rm,57.0,9906,Pave,Grvl,Reg,Lvl,Allpub,Inside,Gtl,Oldtown,Norm,Norm,1Fam,2Story,4,4,1925,1950,Gable,Compshg,Metalsd,Metalsd,Nan,0.0,Ta,Ta,Cblock,Ta,Ta,No,Unf,0.0,Unf,0.0,686.0,686.0,Gasa,Fa,No,Sbrkr,810,518,0,1328,0.0,0.0,1,0,3,1,Ta,8,Typ,0,Nan,Detchd,1940.0,Unf,1.0,210.0,Ta,Ta,Yes,0,172,60,0,0,0,Nan,Nan,Nan,0,9,2006,Wd,Family,107000
2638,902101050,50,Rm,60.0,9600,Pave,Grvl,Reg,Lvl,Allpub,Inside,Gtl,Oldtown,Norm,Norm,1Fam,1.5Fin,5,6,1948,1950,Gable,Compshg,Metalsd,Metalsd,Stone,264.0,Ta,Ta,Cblock,Ta,Ta,No,Rec,276.0,Unf,0.0,936.0,1212.0,Gasa,Gd,Yes,Fusea,1226,442,0,1668,1.0,0.0,1,0,3,1,Ta,6,Typ,0,Nan,Detchd,1948.0,Unf,1.0,240.0,Ta,Ta,Yes,0,0,140,0,0,0,Nan,Nan,Nan,0,5,2006,Wd,Normal,135000
2639,902103090,50,Rm,60.0,5520,Pave,Nan,Reg,Lvl,Allpub,Corner,Gtl,Oldtown,Norm,Norm,1Fam,1.5Fin,4,6,1920,1980,Gable,Compshg,Wd Sdng,Wd Sdng,Nan,0.0,Ta,Ta,Pconc,Ta,Fa,No,Lwq,284.0,Unf,0.0,863.0,1147.0,Gasa,Ta,No,Sbrkr,1147,510,0,1657,0.0,0.0,1,0,4,1,Fa,9,Typ,1,Ta,Detchd,1920.0,Unf,1.0,162.0,Fa,Fa,No,0,0,0,0,0,0,Nan,Nan,Nan,0,7,2006,Wd,Normal,111500
2640,902104020,50,Rm,60.0,9600,Pave,Grvl,Reg,Lvl,Allpub,Inside,Gtl,Oldtown,Norm,Norm,1Fam,1.5Fin,6,8,1900,2004,Gable,Compshg,Wd Sdng,Wd Sdng,Nan,0.0,Ta,Ta,Brktil,Ta,Ta,No,Rec,381.0,Unf,0.0,399.0,780.0,Gasa,Ex,Yes,Sbrkr,940,476,0,1416,0.0,1.0,1,0,3,1,Gd,7,Typ,0,Nan,Detchd,1956.0,Unf,2.0,400.0,Ta,Ta,Yes,0,24,0,0,0,0,Nan,Nan,Nan,0,6,2006,Wd,Normal,156500
2641,902106040,70,Rm,60.0,9600,Pave,Grvl,Reg,Lvl,Allpub,Inside,Gtl,Oldtown,Norm,Norm,1Fam,2Story,7,7,1925,1990,Gable,Compshg,Wd Sdng,Wd Sdng,Nan,0.0,Ta,Ta,Brktil,Ta,Gd,No,Lwq,16.0,Unf,0.0,712.0,728.0,Gasa,Ex,Yes,Sbrkr,832,809,0,1641,0.0,1.0,1,1,3,1,Ex,6,Typ,1,Gd,Detchd,1925.0,Unf,2.0,546.0,Fa,Ta,Yes,0,0,234,0,0,0,Nan,Nan,Nan,0,8,2006,Wd,Normal,178000
2642,902106090,70,Rm,58.0,6451,Pave,Grvl,Reg,Lvl,Allpub,Inside,Gtl,Oldtown,Norm,Norm,1Fam,2Story,7,7,1900,1970,Gable,Compshg,Asbshng,Wd Sdng,Nan,0.0,Ta,Ta,Stone,Ta,Ta,No,Rec,208.0,Unf,0.0,504.0,712.0,Gasa,Gd,Yes,Sbrkr,848,580,0,1428,1.0,0.0,1,0,4,1,Ta,7,Typ,0,Nan,Detchd,1985.0,Fin,2.0,576.0,Ta,Ta,Yes,264,0,84,0,0,0,Nan,Nan,Nan,0,5,2006,Wd,Normal,139900
